Rating,Date,Titles,Review,Company
1,18/06/2023,There's no point.,The only point of Private medical in the UK is to avoid waiting. Their numbers will reroute you to Babylon who are not able to support you and will ask you to wait until Monday (if you call on a Sunday). The first and only time since joining in 2021 that I needed you and you failed me ABC HealthCare. The NHS has never failed me in this way. Lesson learned.,ABC HealthCare
4,15/06/2023,The only problem was the wait time on…,The only problem was the wait time on getting through to an operator.  Everything else was great.,ABC HealthCare
4,20/06/2023,ABC HealthCare in general is very good,"The original contact with ABC HealthCare was not good The wait time to speak to  an operator was over 45mins. Every think after that moved very well, and I am pleased with my procedure and all is well. I hope that the inevitable increase in my monthly subscription next year prohibit me from remaining a member with ABC HealthCare. Kind Regards David Woolman",ABC HealthCare
5,19/07/2023,The people on the phones who provide…,The people on the phones who provide authorisation codes have always been so kind and helpful. This makes a huge difference especially when there is so much going on. Keep it up!,ABC HealthCare
5,18/06/2023,Good Service,The person dealing with me was extremely polite and compassionate when discussing my claim and quickly and efficiently resolved a minor issue that had arisen. Overall up to now I am very happy with ABC HealthCare and how they operate.,ABC HealthCare
5,02/07/2023,Quick and empathetic response,"The person on the telephone was knowledgeable and empathetic and sent everything over immediately. Great to receive authorisation code on my mobile, which I could reference.",ABC HealthCare
4,19/01/2023,Helpful,The phone staff are always really understanding and find information that you need quickly.,ABC HealthCare
4,03/05/2023,Staff are nice,"The place in Solihull is nice, staff are nice, doctor was nice. I wish when I phoned through to ABC HealthCare I was advised to bring any medical records with me etc. I didn't think of this though, I made the appointment quickly a day or 2 after I phoned. For ABC HealthCare, I would say immediately implement information to new or existing customers to bring medical docs if applicable as I was personally a bit on the spot trying to remember every bloodtest I had bearing in mind I've had so many tests via NHS so minor gripe really as if I knew this I wouldn't have rushed the booking.  On the plus side I was still referred to a specific area for further investigation so its not as though I wasn't helped.",ABC HealthCare
4,02/04/2023,The procedure was smooth and hassle…,The procedure was smooth and hassle free. Will recommend,ABC HealthCare
5,08/06/2023,The process in claiming is simple and I…,The process in claiming is simple and I received the correct payment In less than a week. Don’t regret getting the insurance for one minute.,ABC HealthCare
3,24/07/2023,The process is too complicated,"The process is too complicated, things need to be approved I have to repeat things a lot. Everytime I call I have to go through all these options which is very annoying too.",ABC HealthCare
5,20/04/2023,ABC HealthCare Authorisation process,The process of calling ABC HealthCare to obtain an authorisation code was really easy and the customer service agent was very helpful.,ABC HealthCare
5,30/05/2023,The process so far has been faultless…,"The process so far has been extremely easy and within 2 weeks I have had x rays and mri scans to diagnose my condition. I have been very impressed so far, especially aa I was able to self refer.",ABC HealthCare
5,02/06/2023,The process was very simple and…,The process was very simple and effective,ABC HealthCare
1,22/06/2023,Every contact I have had with ABC HealthCare has been difficult and stressful,"The question was 'what went wrong this time?', but unfortunately every single contact I have had with ABC HealthCare 'went wrong'.  The latest is that my request for a test was rejected as this is not covered under my T&amp;Cs. In fact the t&amp;cs  confirmed that 'treatment' is not covered but tests are.  Previous contacts have required me to travel miles for a simple blood test (my GP and local hospital provide blood tests at very short notice and are much closer to home), and on other occasions I have had much 'toing and froing' by email or online chat messaging.  In general, I have found the front line customer service staff to be unknowledgable, unhelpful and do not seem to pay attention to the details of requests.  The end result is that I will be cancelling my cover as soon as feasibly possible",ABC HealthCare
2,02/05/2023,The response to ones call is…,"The response to ones call is repetitive, predictable and annoying. I cannot remember ever calling you when you were not ""busy"" The wait is annoying without the faux apology.  When one reaches a human the service is fine",ABC HealthCare
5,21/05/2023,The responses I received from my online…,"The responses I received from my online requests were prompt, informative and where not applicable fully explained why.",ABC HealthCare
5,15/06/2023,The service was efficient and friendly,The service was efficient and friendly,ABC HealthCare
2,03/04/2023,Skin analytics. It didnt,The service was efficient but misdiagnosed the issue and I was chard £48 for the benefit,ABC HealthCare
5,30/07/2023,Service is prompt and efficient,"The service was prompt, instructions easy to follow and operative was most courteous",ABC HealthCare
5,04/05/2023,Quick and Friendly,The service was very quick and i had a referral immediately which meant i could book an appointment,ABC HealthCare
5,08/05/2023,"Good, friendly, helpful service, but there is often a wait on hold","The service when you call to authorise treatment is quick, helpful and friendly once you get through. Unfortunately, there can sometimes be a wait to get through which can be frustrating.",ABC HealthCare
5,04/06/2023,The staff are friendly and helpful and…,The staff are friendly and helpful and my dealings have been sorted out by them. The only not so good thing is the long wait on the phone to get through to someone can range from 20 - 50 minutes!,ABC HealthCare
5,03/07/2023,The staff were amazing,"The staff were amazing, the friendly atmosphere, the doctor actually listened and has sorted an on going problem I haven’t had resolved for 40 years",ABC HealthCare
5,03/04/2023,The staff were excellent and all my…,The staff were excellent and all my queries were addressed immediately.,ABC HealthCare
5,20/04/2023,The staff were helpful,"The staff were helpful, efficient and cheerful. The service was very professional.",ABC HealthCare
5,26/06/2023,I felt safe and secure,The staff were incredibly kind and informative throughout my appointment. They made me feel safe and secure.,ABC HealthCare
5,16/04/2023,The staff who answer the phone are very…understanding respectful and polite,The staff who answer the phone are very polite and understanding they check your understanding of what they have done and go through everything also they are very respectful of you and your issues,ABC HealthCare
5,24/04/2023,"The Spire Hospital, Leeds","The staff, medical staff and consultants are all really good people, always there when you need them and  nothing is too much trouble for them.  Good to know we have their support.  We have experience of the Oncology and Cardiology departments.",ABC HealthCare
5,23/04/2023,Great support,The support given was excellent and issue resolved very efficiently by Mathew.,ABC HealthCare
4,23/05/2023,The surgery worked and this made the…,"The surgery worked and this made the Spire experience good this time. Still don't know why all patients are made to arrive around noon just to sit waiting for hours without food and drink. I have complained about this before, to no avail.",ABC HealthCare
4,22/06/2023,The team are very helpful,The team are very helpful,ABC HealthCare
4,02/05/2023,The team at ABC HealthCare are always so helpful…,The team at ABC HealthCare are always so helpful and supportive when you call to organise and authorise treatments. The follow up communication via text is great. The only constructive point to make would be the time it takes to get through on the telephone. An average wait time is anything between 15mins and 45mins which is costly. I haven't found the online service of much use if I'm honest,ABC HealthCare
5,18/04/2023,"Great hospital , great treatment",The treatment I received was second to none . Was communicated to regularly and the nurses were so pleasant and professional .  London Bridge hospital is a lovely hospital in all aspects .,ABC HealthCare
5,03/05/2023,The usual excellent service from…,The usual excellent service from competent advisors,ABC HealthCare
1,20/03/2023,Waiting time,The waiting time to get through to your call centre or online chatline was an hour. And when I did get through the response I got was very unhelpful and at times ignorant. In the end I was referred her manager and then to customer complaints. Even then the decision I got was illogical. But at a time when you are your most vulnerable you get ground down by the whole experience and ultimately accept it but I'm not at all happy. I'm not at all alone in this experience even the consultant I'm seeing complains bitterly about the difficulty of dealing with you. And other customers have experienced the same ridiculous waiting time for the call centre. I was advised by the call centre to reconsider when it comes to renewal. Advice which I'm happy to follow.,ABC HealthCare
3,19/04/2023,Long wait times,"The waiting times on the phone are unacceptable, I had to try on 3 different days and each time it was between 20 - 30 minutes. I have been with ABC HealthCare for many years and it's only been in the last 18 months that I have experienced the long wait times. The customer service once through was helpful and not complicated, just a shame about the wait times.",ABC HealthCare
5,22/05/2023,The whole process is seamless and easy…,The whole process is seamless and easy staff are really helpfull,ABC HealthCare
5,07/06/2023,The whole process is simple,"The whole process is simple, quick and efficient. The ABC HealthCare staff are very helpful, understanding and supportive.",ABC HealthCare
5,09/07/2023,The whole process was easy,The whole process was easy and straightforward,ABC HealthCare
1,11/04/2023,The worst insurance company,"The worst insurance company! Never trust hire them, they will not support you , you have to pay for the hospital and the will never give you the money back, find a better option, ABC HealthCare take advantage of the people.",ABC HealthCare
2,27/07/2023,Clarity on costs,"There needs to be more clarity on the costs that have been settled by ABC HealthCare, against each of the benefits my package included, so I can understand why I'm being asked to pay for certain things",ABC HealthCare
4,10/04/2023,They are excellent and so friendly,"They are excellent and so friendly, however, it does take ages to get through to someone, I was on for 25 minutes the other week.",ABC HealthCare
1,15/05/2023,Honestly a joke of service,"They ask you for every claim to first go to a private GP, get a referral to submit a claim or even just talk to them in person. Then when you have a referral they take forever to process your request, then send you a bunch of forms that you have to proceed to take to your NHS GP in person to fill out. We don't pay for private healthcare to be running round delivering paperwork on your behalf and taking up valuable NHS time for people who don't have private care.  When you do get to the NHS GP and drop off the forms they ask you to pay a £63 contribution for doctors time to fill them out, knowing all of this and ABC HealthCare only then covers you for £15 of the £63 it cost.   This is apparently a new process they are implementing but it has been hugely time-consuming and not efficient at all. Not sure what I pay ABC HealthCare for at this point the claim has still not even got to the consultation phase moment, still waiting for NHS to fill out my forms for me to then collect in person and then pay to send back to ABC HealthCare. Once ABC HealthCare then receives the forms they might then approve the consultation... will keep you posted on that   I have submitted a complaint to ABC HealthCare but that is likely to do nothing the biggest thing is probably just changing insurance companies at some point.",ABC HealthCare
5,24/04/2023,They listened and where very helpful .,They listened and where very helpful in giving me the information I needed to get my treatment as a result of pneumonia.,ABC HealthCare
2,07/07/2023,Making things difficult on purpose,"They theoretically approve the medical appointment, but after they just provide a random list of doctors that you personally have to contact one by one, with month of waiting list, and no support in booking. If you even try to email back to ask, it's a no-response email. How can a private insurance be no response? Just making thing difficult on purpose.",ABC HealthCare
5,20/04/2023,They were clear and concise,"They were clear and concise, directed my correctly according to my policy, one call was all I needed",ABC HealthCare
5,23/05/2023,They were great,They were great. Everyone were really helpful and the service was fsntastic,ABC HealthCare
5,31/05/2023,They where very helpful,"They where very helpful, I turned up a week early but they managed to fit my appointment in which was great.",ABC HealthCare
1,01/03/2023,Look elsewhere!!!,"This company really has shown it's true colours. I have a policy through work and recently found out they do not pay hospital benefit for childbirth which we found shocking. I do not think they understand how much of a major surgery a C-section is. Our previous provider was more than happy to include childbirth. Complaint's Team were nothing but rude. The ABC HealthCare Dental side is also a sham, prioritising private over NHS as per usual. Safe to say we will be looking at returning to the old provider as soon as we can.",ABC HealthCare
2,08/05/2023,This is- rating for  ABC HealthCare,"This is- rating for  ABC HealthCare:  ABC HealthCare  incorrectly stopped my physio which cost me unnecessary physical pain as I missed 3 weeks while they changed their mind. Also, my GYN doctor had just quit taking ABC HealthCare patients, evidently because of the amount of discount ABC HealthCare demands.",ABC HealthCare
1,09/08/2023,ABC HealthCare Blua tech gremlins locking scheme members out,"This review relates specifically to the digital GP service that is sold as part of the policy.  This was fundamental to my decision to take the policy out, because of all the stories post pandemic about NHS GP wait times etc.  Anyway, the new app ABC HealthCare Blua has some gremlin that is stopping lots of people generating a login.  There's no timeline to fix it and while we wait, there's no communication and no ability for group scheme members to access the service.  Rubbish - it's meant to be a time--and-stress-saving product.  The phone menus when you try to work out how to try to talk to someone about this are a nightmare too.",ABC HealthCare
5,22/06/2023,Painless Process,"This was my first time using ABC HealthCare and they made the process painless and simple. Once the initial request was sent, an acceptance reply was received the same day with a list of specialist following.  My medical condition which I'd been suffering from for months was resolved successfully within weeks with only my excess being paid and ABC HealthCare insurance covering the rest.",ABC HealthCare
1,05/06/2023,5 star indifference,"Three words to sum up ABC HealthCare; indifferent, lousy, hopeless. This used to be a ‘good’ company. No more - I have been waiting weeks for contact, I’m actually on the phone to them right now - 46 minutes and still waiting - and I’m a member/client!! Why oh why are they allowed to even exist?",ABC HealthCare
2,03/05/2023,mental health support shortage,Time again I am being assessed an asked to provide information about my children to show they don't have anything preexisting.  We are now over the 2 year mark but the check is still done to ensure that the issue wasn't happening before the 2 year anniversary.  Also for mental health conditions is 5 years - I have a 12 year old autistic child who I was asked to provide 5 years history to confirm he had no pre existing mental health condition before I could arrange and sort of help?  So it took 5 weeks before I could get an auth number and when I did there aren't any therapists available locally and by locally I mean within 100 miles.  Also the only therapist that would take the booking has a ten month waiting list.  There are plenty of therapists locally just not registered with ABC HealthCare so I have had to go elsewhere to get him some support.,ABC HealthCare
2,01/06/2023,Time takes to respond to patients is 25,"Time takes to respond to patients is longer than 45 minutes. Policy and protocols come first and patient’s needs are neglected. App is difficult to use for elderly. The support is more in tuned with digital age, but patients are usually elderly.",ABC HealthCare
5,30/05/2023,Outstanding,"Today I had Samual for earwax removal. He was excellent. He explained exactly what he was doing, showed me pictures before and after (never had that before anywhere) and patiently answered all my questions",ABC HealthCare
1,31/07/2023,GP appointments can only be made via an App (unless you pay!),"Today I have tried very hard to make a virtual GP appointment which is included on the policy that I'm named on. 3 hours later (having spoken to at least 5 different people plus being passed between 3 people on online chat) I still don't have an appointment.  Apparently the only way to book an appointment is via an App, there is no alternative (unless I'm willing to pay which is what I was told in the final phone call!) However, the App isn't giving me the option to book appointments. No one can tell me why. So I've reached a dead-end. Surely there must be another option for people who have a technical issue?!",ABC HealthCare
5,30/03/2023,ABC HealthCare First class service,Took out through my employer and hope to never need to use it. But needed to have knee surgery the whole experience went well. Good customer service and everything explained as to how the policy worked for me. Very happy highly recommend ABC HealthCare,ABC HealthCare
2,01/05/2023,"Long Waits, Very Unsatisfactory","Took so long to get through, then when I did, it was via Chat, because the queue on the phone was so long, I gave up after over an hour. Chat was slow, confusing, repetitive and almost useless. I was told I'd be connected to another department if I clicked on a link, and when I did, it cut me off. I wasted about three hours in total and still didn't manage to get the information I needed.",ABC HealthCare
2,01/05/2023,Treatment was perfect but all around it…,Treatment was perfect but all around it was very poor. Contacting ABC HealthCare is a hideous experience both before and after the treatment. The paperwork is dreadful with missing and wrong information on it. I’m now trying to pay my excess but that’s turning into a nightmare as well. It’s very frustrating all round,ABC HealthCare
3,22/06/2023,Telephone wait times,"Trying to get an agent on the phone takes a long time the chat service is very long winded, a better telephone service would be an advantage",ABC HealthCare
1,11/07/2023,Terrible customer service,"Trying to get through to them is like trying to get blood out of a stone. Expect to wait a minimum of half an hour to be able to speak to anyone whether by phone or the online chat. This is not a one off, every time I have tried to contact ABC HealthCare I have had this experience. They tell you to try calling back early (makes no difference) or later in the evening (also makes no difference).  Terrible customer experience and a terrible representation of how they value their customers time and health concerns.",ABC HealthCare
5,01/03/2023,Two months ago I had an accident in…,"Two months ago I had an accident in which I hurt my knee. Went to A&amp;E they told me it’s just a tissue injury. But I wan not getting better even after a month. So i decided to use my insurance with ABC HealthCare. And I’m so glad I did that. I called customer service they booked me with the phone consultation with the Dr. he was very quick to understand and asked me to see the musculoskeletal specialist, he asked me to get the MRI done. Unfortunately in my MRI it came that I ruptured my acl completely and I have to get the surgery done. The Dr. referred me to the knee surgeon. The whole process went so smoothly. My surgery is done now I’m recovering well. They gave me good amount of physio sessions as well. I’m so glad we are insured with ABC HealthCare.",ABC HealthCare
2,22/05/2023,Unclear process regarding referrals,Unclear process regarding referrals. A simple question that I needed answering sent me down a rabbit hole of online chats and telephone loops before finally speaking with a person and getting the answer in 30 seconds after 15 minutes of chasing and extremely elevated blood pressure.,ABC HealthCare
1,02/04/2023,"Lack of care, attention to detail and efficiency",Unfortunately my experience has been very poor. The process has taken far too long and I have had to pay out of my own pocket for treatment because of admin errors and because I simply had to be treated and couldn't afford to wait any longer. This happened in January and I am still not reimbursed. Every week I spend up to 1.5 hours on the phone to ABC HealthCare to resolve. All my paperwork is up to date and it shouldn't be a difficult case to assist yet it has been so poorly managed. No correspondence from ABC HealthCare and all I do is chase.,ABC HealthCare
5,26/05/2023,Wonderful customer service,Unfortunately our daughter was diagnosed with a scoliosis which has been a very distressing time.  She is due to have an operation very soon and without Emily V and ABC HealthCare I am not sure how we would be coping right now. I have been a ABC HealthCare customer for many years and worked hard to pay my premium and will continue to do so and am so pleased we are covered. Not only covered but looked after by such a wonderful customer team. Emily in my opinion is a credit to the business and I have not stopped recommending ABC HealthCare to people since she has been dealing with our case.,ABC HealthCare
1,16/05/2023,Absolutely negative,Unprofessional company. Very apologetic and unable to solve payment between hospital and themself . For over 1 year I have chesing for a payment that was not my responsibility.  Very dissapointed...,ABC HealthCare
1,16/06/2023,Unrealistic waiting times,"Unrealistic waiting times to get a pre Authorisation..  I Cannot even use the App as it throws an Error after signing me in.....Currently on hold for 45 mins just to get through to their ""Digital Service""..  Definitely not the Service you expect after paying premiums of over £4k per year....might be time to switch!!!",ABC HealthCare
2,08/02/2023,Felt let down by ABC HealthCare,"Up until recently I’ve always had good service from ABC HealthCare However whilst my treatment for a muscle tear was ongoing, ABC HealthCare ignored my physio’s recommendation for 6 further sessions, stating that their experts had remotely decided I should not need 6 more treatments  What’s the point of having money in the pot if you can’t use it when you need it?",ABC HealthCare
5,11/04/2023,Use ABC HealthCare Health and Dental,Use ABC HealthCare Health and Dental - excellent service and no issues,ABC HealthCare
2,01/08/2023,Poorly understood process,"Used the digital GP service, seemed ok, got a referral for diagnostics. I then phoned ABC HealthCare to ask what to do next, I was told I can use any ABC HealthCare hospital to get blood tests. So, I then phoned a ABC HealthCare hospital to be told they would not do blood tests unless the gp referral letter states exactly what bloods are needed (which my letter does not, it is pretty vague and just says diagnostics). Now having to the back of the nhs queue and wait 2 weeks for a gp appt, then another 1-2 weeks for blood test appt - if i'm lucky. Waste of time!",ABC HealthCare
5,22/05/2023,Very caring and informed staff,Very caring and informed staff. Quick and efficient. Huge thank you indeed! Especially Andrea.,ABC HealthCare
5,28/05/2023,Very courteous,"Very courteous, professionally dealt with and prompt",ABC HealthCare
1,17/04/2023,Very difficult to get though on the…,Very difficult to get though on the phone,ABC HealthCare
1,26/06/2023,Temperamental tech &amp; inexperienced staff,Very difficult to submit claims online the tech seems temperamental. When you finally do so ABC HealthCare seem incapable of providing a reference number or email confirmation - then the claim gets lost. After frustrating calls/ chat with the ‘help’ they insist I must have been given a reference number! ( I have screenshots to prove each step of the claim process).  Policy wording can be very ambiguous so getting clarification on what is covered is difficult.   The worst is - waiting times to speak to someone or engage in live chat - over an hour on multiple occasions - but most of my experience has come up against woefully inexperienced staff. If you have a choice do not choose ABC HealthCare. The hospitals may be ok - the health insurance is terrible.,ABC HealthCare
5,26/04/2023,Dental Claim,"Very easy claims process, both fast and efficient.",ABC HealthCare
5,09/05/2023,Perfect,"Very easy to arrange, everyone extremely helpful, efficient and took time to listen as well as explain any matters",ABC HealthCare
5,06/06/2023,Very easy to deal with,"Very easy to deal with, always extremely helpful on the telephone, all of my issues have always been dealt with and procedures authorised.",ABC HealthCare
5,09/08/2023,Very easy to get my upcoming…,Very easy to get my upcoming consultation and operation organised. Paperwork followed very quickly. Very satisfied,ABC HealthCare
5,07/07/2023,Dental claim,Very easy to submit a dental claim and claims are very quick to be processed,ABC HealthCare
5,11/07/2023,Very efficient and empathetic lady…,Very efficient and empathetic lady helped me withmyclaim,ABC HealthCare
5,06/07/2023,Very efficient and professional.,Very efficient and professional.,ABC HealthCare
5,19/10/2022,Very efficient service,Very efficient service,ABC HealthCare
5,05/04/2023,Very fast response and straight to the…,"Very fast response and straight to the point. Costumer service excellent,and very easy to access.",ABC HealthCare
5,06/06/2023,Very fast,"Very fast, efficient service. Excellent.",ABC HealthCare
2,12/06/2023,Very few private providers in my area - practically no support,"Very few private providers in my area. I have a ""premium"" level ABC HealthCare plan through my work, with a dedicated phone line. Even so, they are extremely hard or impossible to reach. Their website is useless. They force you to use apps to make appointments. I'm on the second (ABC HealthCare Blua) app now and you have to go through hoops and a grueling phone chase with their support to get it to work (had to do the same for the first app, Babylon, too -- why couldn't they just transfer my info from one app to another?). I had much less faff with AXA. I would never choose ABC HealthCare if I had a choice.",ABC HealthCare
5,19/04/2023,Very friendly and efficient service and…,"Very friendly and efficient service and  modern, clean facilities.",ABC HealthCare
5,04/05/2023,Very friendly and polite staff,Very friendly and polite staff. My My problems were sorted quickly and efficiently.,ABC HealthCare
5,20/04/2023,Great,Very good experience,ABC HealthCare
5,04/05/2023,Very happy with my ABC HealthCare insurance,"Very happy with my ABC HealthCare insurance. Very professional, very quick response time and wonderful support.",ABC HealthCare
3,16/07/2023,Very hard to get through to speak to…,"Very hard to get through to speak to someone - go through a myriad of options, even when you have authorisation there is no fast track to someone  They seem to be inputting new systems - not everyone knows what they are ….  Staff are very good when you finally get through",ABC HealthCare
5,24/07/2023,Worn out knees,Very helpful &amp; understanding also a very quick response from very start of my journey with yourselves  Much appreciated,ABC HealthCare
5,11/07/2023,Very helpful and all straight forward,Very helpful and all straight forward,ABC HealthCare
5,25/05/2023,Consultation,Very helpful and easy to deal with,ABC HealthCare
5,03/05/2023,Very helpful and efficient.,Very helpful and efficient. Everything was arranged and confirmed in a very professional manner.,ABC HealthCare
5,19/07/2023,Pleasure to deal with,Very helpful and fast response.Excellent customer service skills from the team member called Darren.Impressed with the performance.,ABC HealthCare
5,23/04/2023,Very helpful and polite staff.,Very helpful and polite staff.,ABC HealthCare
5,12/06/2023,Helpful,Very helpful and thoughtful,ABC HealthCare
5,14/05/2023,Helpful and Understanding,Very helpful good explanation quick turnaround. Still recovering.,ABC HealthCare
5,06/02/2023,Great,"Very helpful staff make the whole process simple and straightforward. Very efficient service, and managed to get access to treatment within days of my initial enquiry.",ABC HealthCare
5,03/07/2023,Very helpful,"Very helpful, full explanation of what’s required and what to expect.",ABC HealthCare
5,21/05/2023,Very impressed with how smooth my…,Very impressed with how smooth my request were dealt with.,ABC HealthCare
5,30/07/2023,Excellent Serice,Very kind positive and very easy to bake a claim,ABC HealthCare
4,25/07/2023,Very little contact but good.,Very little contact but good.,ABC HealthCare
4,06/06/2023,Very nice staff on the phone,"Very nice staff on the phone, though sometimes they speak too quickly and I do not hear even when wearing hearing aids",ABC HealthCare
5,08/08/2023,Very personal service with clear advice.,Very personal service with clear advice.,ABC HealthCare
2,30/03/2023,Very poor communication,Very poor communication. Long lead times and some non response to e-mails….I’m still waiting for a response to an e-mail sent 32 days ago!  Need more staff on answering telephones. I am a Cancer Care ABC HealthCare claimant undergoing an Intensive Chemotherapy regime and on hold for quoted answer times over 60 minutes.,ABC HealthCare
4,27/04/2023,Very positive response on the phone,Very positive response on the phone,ABC HealthCare
5,11/01/2023,The joys of ABC HealthCare,"Very professional, courteous and helpful with every aspect, from my surgery through to rehab.",ABC HealthCare
5,14/04/2023,Very prompt and supportive service,Very prompt and supportive service. I was able to get an appointment quickly following the referral.,ABC HealthCare
5,11/06/2023,Very quick and easy process,Very quick and easy process. ABC HealthCare keeps you updated about the process of your claim. Quick payouts.,ABC HealthCare
5,12/04/2023,Very pleased,Very quick and easy to find a consultant and get an appointment and even did the CT scan that same day.,ABC HealthCare
5,04/07/2023,Very quick and easy to navigate from…,Very quick and easy to navigate from customer services all the way through to seeing a specialist. Worth every penny,ABC HealthCare
5,30/04/2023,ABC HealthCare Health Insurance,Very quick and efficient service,ABC HealthCare
5,20/07/2023,Very quick and efficient service as…,Very quick and efficient service as always at times when it's needed.,ABC HealthCare
5,25/04/2023,Very quick and straight forward.,Very quick and straight forward.,ABC HealthCare
5,04/05/2023,Very quick response to questions raised,Very quick response to questions raised,ABC HealthCare
5,08/05/2023,Quick to deal with claim,"Very quick to deal with claim , thank you",ABC HealthCare
2,15/04/2023,No results,"Very quick to do scans and X-ray but over three weeks later still no results. The consultant just told me it will hurt if I run or walk. I will be very annoyed if asked to pay and I don’t receive any written diagnosis. I got an invoice today, I have been holding on the phone to ABC HealthCare for over 30 minutes now. I would like to know if they think my treatment is over. I have received no treatment",ABC HealthCare
5,22/05/2023,Very quick turn around of MRI scans and…,Very quick turn around of MRI scans and good feedback,ABC HealthCare
4,02/05/2023,As you'd expect from Private Healthcare,Very quick using the App to get a doctors appointment and prescription.,ABC HealthCare
5,01/05/2023,Very responsive,"Very responsive, professional from start to finish x",ABC HealthCare
5,04/04/2023,Quick and easy experience!,Very simple to submit the claim online and I was paid within a couple of days with the invoice mailed to my home address.,ABC HealthCare
5,28/04/2023,Very smooth process,"Very smooth process, felt reassured and in great hands",ABC HealthCare
5,25/05/2023,Very welcoming reception staff and…,Very welcoming reception staff and consultant. Made to feel comfortable. Appointment on time too.,ABC HealthCare
2,31/05/2023,Wait times on calls,"Wait times on calls, horrific",ABC HealthCare
1,31/05/2023,Waited over 13 years for a phonecall…,Waited over 13 years for a phonecall back. Still waiting. That's 13 years they have lost out on a customer due to their ignorance. And am still waiting. Wanted to go private 13 years ago sent them a message and they said at end I would get callback after the weekend. Yes 13 years ago. If they are that slow at calling back they definitely don't deserve to be taking money from anyone.   Disgusted at the level of service.,ABC HealthCare
1,12/04/2023,Waiting time on calls is dreadful,Waiting time on calls is dreadful,ABC HealthCare
1,21/03/2023,Very poor experience and service from ABC HealthCare,Waiting time to contact ABC HealthCare Referrals by 'phone - 90 minutes. Unacceptable. Response to written complaint concerning authorisation of treatment -unsatisfactory. Now being referred to the Financial Ombudsman. ABC HealthCare not recommended.,ABC HealthCare
5,04/05/2023,.Good experience,Was a quick reference for Physion assessemnt and for further information,ABC HealthCare
5,10/07/2023,FeedbackWas able to discuss my problem in…,Was able to discuss my problem in detail and get advice on the necessary treatment. Extremely pleased,ABC HealthCare
5,04/05/2023,Was able to talk to someone directly,Was able to talk to someone directly. Very understanding and helpful;.,ABC HealthCare
1,23/06/2023,Given advice to use a Chiropractor and then told the next day they are no longer registered with ABC HealthCare,"Was advised to contact (make an appointment) with a Chiropractor I used previously (2-years ago), but my authorisation came through after I had my appointment.  This was all discussed with the ABC HealthCare agent as I needed to get an emergency appointment as I was travelling the next day after the appointment.  I paid cash for the appointment and when I spoke to ABC HealthCare straight afterwards to seek advice on making the claim then I was informed the Chiropractor I used 2-years ago was no longer registered with ABC HealthCare and I would need to foot the bill.  Terrible service.  Had I known this then I wouldn’t have bothered with the different phone calls to ABC HealthCare asking for help.",ABC HealthCare
4,18/04/2023,Good experience,Was easy to book and the staff were very helpful - the therapist I spoke to on the phone was good and explained the options.  The only minor downside had been when I first phoned that one of the automated lines didn’t recognise my answers and cut me off rather than transferring me to a person.  However since then I’ve been referred to a face to face physio and he’s been very good.,ABC HealthCare
5,23/04/2023,Seeing a hip specialist,Was super easy to use the app to help get information and in this case a referral to get the help i needed,ABC HealthCare
2,02/04/2023,Waste of time and money as still need…,Waste of time and money as still need to go through nhs and my nhs gp which was block I was trying to overcome,ABC HealthCare
1,15/07/2023,Waste of time and money,"Waste of time and money. My local NHS won’t share my details with them so I can’t act on any of my referrals. No pharmacies accept the prescription RX service, they just look at me like I’m a junkie. All in all it just makes an already Kafkaesque healthcare system even more frustrating to navigate.",ABC HealthCare
5,04/06/2023,We have always had seamless,"We have always had seamless, helpful service from ABC HealthCare",ABC HealthCare
5,30/04/2023,First ABC HealthCare consultation,Well informed discussion with clear objectives and excellent follow up.,ABC HealthCare
1,07/11/2022,Not happy customer,Well thanks for asking but my experience was poor had to keep ringing got messed around took forever to get sorted . The follow up was a call saying everything fine and I could you back or the call was enough 😡 after this 2 cysit  left and managed to get these remove by Nhs quicker  .  So not good,ABC HealthCare
1,01/05/2023,Customer loyalty seems to count for nothing,"We’ve been with ABC HealthCare Global for over 20 years but are now transitioning back to UK, with my wife &amp; son heading back first. Recognizing that ABC HealthCare UK &amp; ABC HealthCare Global are separate companies, I’ve spoken to the call centre and emailed all the relevant information, but the UK sales team have done absolutely nothing, ignoring my calls &amp; emails. Even if I go down the customer relations contact route, nothing comes back. Net result is that the international policies for my wife &amp; son expired more than 6 weeks ago but am no further forward setting up a policy in the UK. It really feels as though ABC HealthCare have been happy to collect very high international premiums from us but now can’t be bothered to have us as customers in the UK  Update 19 May - appreciate your response Claire, but despite your intervention to get someone to call me, to date, no one from ABC HealthCare UK has reached out...",ABC HealthCare
